run_id,prompt_id,language,variant_type,base_prompt,response_tokens,timestamp
run_20260316T175410_eb5c4a5b,4,en,short,who sings i just can't get enough,64.0,2026-03-16T17:54:36.091070+00:00
run_20260316T175410_eb5c4a5b,5,en,base,who sings the song some like it hot,64.0,2026-03-16T17:54:36.902005+00:00
run_20260316T175410_eb5c4a5b,5,en,paraphrase,who sings the song some like it hot,64.0,2026-03-16T17:54:37.721759+00:00
run_20260316T175410_eb5c4a5b,5,en,instruction,who sings the song some like it hot,61.0,2026-03-16T17:54:38.510265+00:00
run_20260316T175410_eb5c4a5b,5,en,context,who sings the song some like it hot,20.0,2026-03-16T17:54:39.012771+00:00
run_20260316T175410_eb5c4a5b,5,en,short,who sings the song some like it hot,64.0,2026-03-16T17:54:39.826930+00:00
run_20260316T175410_eb5c4a5b,6,en,base,who said you can't handle the truth,64.0,2026-03-16T17:54:40.630962+00:00
run_20260316T175410_eb5c4a5b,6,en,paraphrase,who said you can't handle the truth,64.0,2026-03-16T17:54:41.452760+00:00
run_20260316T175410_eb5c4a5b,6,en,instruction,who said you can't handle the truth,64.0,2026-03-16T17:54:42.261106+00:00
run_20260316T175410_eb5c4a5b,6,en,context,who said you can't handle the truth,64.0,2026-03-16T17:54:43.078295+00:00
run_20260316T175410_eb5c4a5b,6,en,short,who said you can't handle the truth,64.0,2026-03-16T17:54:43.884320+00:00
run_20260316T175410_eb5c4a5b,7,en,base,who is the character edward scissorhands based on,64.0,2026-03-16T17:54:44.690543+00:00
run_20260316T175410_eb5c4a5b,7,en,paraphrase,who is the character edward scissorhands based on,64.0,2026-03-16T17:54:45.504566+00:00
run_20260316T175410_eb5c4a5b,7,en,instruction,who is the character edward scissorhands based on,64.0,2026-03-16T17:54:46.319099+00:00
run_20260316T175410_eb5c4a5b,7,en,context,who is the character edward scissorhands based on,64.0,2026-03-16T17:54:47.131137+00:00
run_20260316T175410_eb5c4a5b,7,en,short,who is the character edward scissorhands based on,64.0,2026-03-16T17:54:47.945388+00:00
run_20260316T175410_eb5c4a5b,8,en,base,how many laps are in the indy 500,64.0,2026-03-16T17:54:48.763600+00:00
run_20260316T175410_eb5c4a5b,8,en,paraphrase,how many laps are in the indy 500,64.0,2026-03-16T17:54:49.573588+00:00
run_20260316T175410_eb5c4a5b,8,en,instruction,how many laps are in the indy 500,64.0,2026-03-16T17:54:50.382344+00:00
run_20260316T175410_eb5c4a5b,8,en,context,how many laps are in the indy 500,64.0,2026-03-16T17:54:51.191312+00:00
run_20260316T175410_eb5c4a5b,8,en,short,how many laps are in the indy 500,64.0,2026-03-16T17:54:51.999132+00:00
run_20260316T175410_eb5c4a5b,9,en,base,when does the winner of the alabama senate race take office,64.0,2026-03-16T17:54:52.817926+00:00
run_20260316T175410_eb5c4a5b,9,en,paraphrase,when does the winner of the alabama senate race take office,64.0,2026-03-16T17:54:53.639135+00:00
run_20260316T175410_eb5c4a5b,9,en,instruction,when does the winner of the alabama senate race take office,64.0,2026-03-16T17:54:54.467393+00:00
run_20260316T175410_eb5c4a5b,9,en,context,when does the winner of the alabama senate race take office,46.0,2026-03-16T17:54:55.154387+00:00
run_20260316T175410_eb5c4a5b,9,en,short,when does the winner of the alabama senate race take office,52.0,2026-03-16T17:54:55.882751+00:00
run_20260316T175410_eb5c4a5b,10,en,base,when does clay get killed on sons of anarchy,64.0,2026-03-16T17:54:56.687109+00:00
run_20260316T175410_eb5c4a5b,10,en,paraphrase,when does clay get killed on sons of anarchy,64.0,2026-03-16T17:54:57.495190+00:00
run_20260316T175410_eb5c4a5b,10,en,instruction,when does clay get killed on sons of anarchy,64.0,2026-03-16T17:54:58.307011+00:00
run_20260316T175410_eb5c4a5b,10,en,context,when does clay get killed on sons of anarchy,57.0,2026-03-16T17:54:59.070444+00:00
run_20260316T175410_eb5c4a5b,10,en,short,when does clay get killed on sons of anarchy,64.0,2026-03-16T17:54:59.881745+00:00
run_20260316T175410_eb5c4a5b,11,en,base,who played guitar on the monkees song valerie,64.0,2026-03-16T17:55:00.695862+00:00
run_20260316T175410_eb5c4a5b,11,en,paraphrase,who played guitar on the monkees song valerie,64.0,2026-03-16T17:55:01.509471+00:00
run_20260316T175410_eb5c4a5b,11,en,instruction,who played guitar on the monkees song valerie,64.0,2026-03-16T17:55:02.327603+00:00
run_20260316T175410_eb5c4a5b,11,en,context,who played guitar on the monkees song valerie,57.0,2026-03-16T17:55:03.088504+00:00
run_20260316T175410_eb5c4a5b,11,en,short,who played guitar on the monkees song valerie,64.0,2026-03-16T17:55:03.897110+00:00
run_20260316T175410_eb5c4a5b,12,en,base,who sang the original version of red red wine,64.0,2026-03-16T17:55:04.705377+00:00
run_20260316T175410_eb5c4a5b,12,en,paraphrase,who sang the original version of red red wine,64.0,2026-03-16T17:55:05.515921+00:00
run_20260316T175410_eb5c4a5b,12,en,instruction,who sang the original version of red red wine,63.0,2026-03-16T17:55:06.327669+00:00
run_20260316T175410_eb5c4a5b,12,en,context,who sang the original version of red red wine,64.0,2026-03-16T17:55:07.135446+00:00
run_20260316T175410_eb5c4a5b,12,en,short,who sang the original version of red red wine,63.0,2026-03-16T17:55:07.948657+00:00
run_20260316T175410_eb5c4a5b,13,en,base,who's face is on the $500 bill,64.0,2026-03-16T17:55:08.765414+00:00
run_20260316T175410_eb5c4a5b,13,en,paraphrase,who's face is on the $500 bill,64.0,2026-03-16T17:55:09.575172+00:00
run_20260316T175410_eb5c4a5b,13,en,instruction,who's face is on the $500 bill,64.0,2026-03-16T17:55:10.396211+00:00
run_20260316T175410_eb5c4a5b,13,en,context,who's face is on the $500 bill,64.0,2026-03-16T17:55:11.211895+00:00
run_20260316T175410_eb5c4a5b,13,en,short,who's face is on the $500 bill,64.0,2026-03-16T17:55:12.030847+00:00
run_20260316T175410_eb5c4a5b,14,en,base,who has the most hat tricks in champions league,64.0,2026-03-16T17:55:12.842928+00:00
run_20260316T175410_eb5c4a5b,14,en,paraphrase,who has the most hat tricks in champions league,64.0,2026-03-16T17:55:13.651897+00:00
run_20260316T175410_eb5c4a5b,14,en,instruction,who has the most hat tricks in champions league,64.0,2026-03-16T17:55:14.474491+00:00
run_20260316T175410_eb5c4a5b,14,en,context,who has the most hat tricks in champions league,29.0,2026-03-16T17:55:15.079709+00:00
run_20260316T175410_eb5c4a5b,14,en,short,who has the most hat tricks in champions league,64.0,2026-03-16T17:55:15.889318+00:00
run_20260316T175410_eb5c4a5b,15,en,base,when does the five nights at freddy's movie come out,64.0,2026-03-16T17:55:16.695030+00:00
run_20260316T175410_eb5c4a5b,15,en,paraphrase,when does the five nights at freddy's movie come out,64.0,2026-03-16T17:55:17.506620+00:00
run_20260316T175410_eb5c4a5b,15,en,instruction,when does the five nights at freddy's movie come out,64.0,2026-03-16T17:55:18.328236+00:00
run_20260316T175410_eb5c4a5b,15,en,context,when does the five nights at freddy's movie come out,26.0,2026-03-16T17:55:18.876028+00:00
run_20260316T175410_eb5c4a5b,15,en,short,when does the five nights at freddy's movie come out,64.0,2026-03-16T17:55:19.685935+00:00
run_20260316T175410_eb5c4a5b,16,en,base,where did the atacama desert get its name from,64.0,2026-03-16T17:55:20.497772+00:00
run_20260316T175410_eb5c4a5b,16,en,paraphrase,where did the atacama desert get its name from,64.0,2026-03-16T17:55:21.302538+00:00
run_20260316T175410_eb5c4a5b,16,en,instruction,where did the atacama desert get its name from,64.0,2026-03-16T17:55:22.111496+00:00
run_20260316T175410_eb5c4a5b,16,en,context,where did the atacama desert get its name from,64.0,2026-03-16T17:55:23.274036+00:00
run_20260316T175410_eb5c4a5b,16,en,short,where did the atacama desert get its name from,64.0,2026-03-16T17:55:24.086080+00:00
run_20260316T175410_eb5c4a5b,17,en,base,what song was number one on august 30 1998,64.0,2026-03-16T17:55:24.893449+00:00
run_20260316T175410_eb5c4a5b,17,en,paraphrase,what song was number one on august 30 1998,64.0,2026-03-16T17:55:25.701628+00:00
run_20260316T175410_eb5c4a5b,17,en,instruction,what song was number one on august 30 1998,32.0,2026-03-16T17:55:26.290871+00:00
run_20260316T175410_eb5c4a5b,17,en,context,what song was number one on august 30 1998,29.0,2026-03-16T17:55:26.871199+00:00
run_20260316T175410_eb5c4a5b,17,en,short,what song was number one on august 30 1998,64.0,2026-03-16T17:55:27.685242+00:00
run_20260316T175410_eb5c4a5b,18,en,base,who sang splish splash i was taking a bath,64.0,2026-03-16T17:55:28.493395+00:00
run_20260316T175410_eb5c4a5b,18,en,paraphrase,who sang splish splash i was taking a bath,64.0,2026-03-16T17:55:29.307134+00:00
run_20260316T175410_eb5c4a5b,18,en,instruction,who sang splish splash i was taking a bath,64.0,2026-03-16T17:55:30.120818+00:00
run_20260316T175410_eb5c4a5b,18,en,context,who sang splish splash i was taking a bath,48.0,2026-03-16T17:55:30.821270+00:00
run_20260316T175410_eb5c4a5b,18,en,short,who sang splish splash i was taking a bath,64.0,2026-03-16T17:55:31.632935+00:00
run_20260316T175410_eb5c4a5b,19,en,base,has a host team ever won the memorial cup,64.0,2026-03-16T17:55:32.448158+00:00
run_20260316T175410_eb5c4a5b,19,en,paraphrase,has a host team ever won the memorial cup,64.0,2026-03-16T17:55:33.258852+00:00
run_20260316T175410_eb5c4a5b,19,en,instruction,has a host team ever won the memorial cup,64.0,2026-03-16T17:55:34.069407+00:00
run_20260316T175410_eb5c4a5b,19,en,context,has a host team ever won the memorial cup,52.0,2026-03-16T17:55:34.813712+00:00
run_20260316T175410_eb5c4a5b,19,en,short,has a host team ever won the memorial cup,64.0,2026-03-16T17:55:35.642011+00:00
run_20260316T175410_eb5c4a5b,20,en,base,what is the tallest ride at kings island,64.0,2026-03-16T17:55:36.463549+00:00
run_20260316T175410_eb5c4a5b,20,en,paraphrase,what is the tallest ride at kings island,64.0,2026-03-16T17:55:37.290763+00:00
run_20260316T175410_eb5c4a5b,20,en,instruction,what is the tallest ride at kings island,64.0,2026-03-16T17:55:38.119597+00:00
run_20260316T175410_eb5c4a5b,20,en,context,what is the tallest ride at kings island,63.0,2026-03-16T17:55:38.940666+00:00
run_20260316T175410_eb5c4a5b,20,en,short,what is the tallest ride at kings island,64.0,2026-03-16T17:55:39.762981+00:00
run_20260316T175410_eb5c4a5b,21,en,base,what are the three symbols for 1 2 and 3 in the mayan number system,64.0,2026-03-16T17:55:40.599250+00:00
run_20260316T175410_eb5c4a5b,21,en,paraphrase,what are the three symbols for 1 2 and 3 in the mayan number system,64.0,2026-03-16T17:55:41.438002+00:00
run_20260316T175410_eb5c4a5b,21,en,instruction,what are the three symbols for 1 2 and 3 in the mayan number system,64.0,2026-03-16T17:55:42.256403+00:00
run_20260316T175410_eb5c4a5b,21,en,context,what are the three symbols for 1 2 and 3 in the mayan number system,64.0,2026-03-16T17:55:43.093806+00:00
run_20260316T175410_eb5c4a5b,21,en,short,what are the three symbols for 1 2 and 3 in the mayan number system,64.0,2026-03-16T17:55:43.919611+00:00
run_20260316T175410_eb5c4a5b,22,en,base,who controls the house robots in robot wars,64.0,2026-03-16T17:55:44.735036+00:00
run_20260316T175410_eb5c4a5b,22,en,paraphrase,who controls the house robots in robot wars,64.0,2026-03-16T17:55:45.547872+00:00
run_20260316T175410_eb5c4a5b,22,en,instruction,who controls the house robots in robot wars,64.0,2026-03-16T17:55:46.356805+00:00
run_20260316T175410_eb5c4a5b,22,en,context,who controls the house robots in robot wars,64.0,2026-03-16T17:55:47.172449+00:00
run_20260316T175410_eb5c4a5b,22,en,short,who controls the house robots in robot wars,64.0,2026-03-16T17:55:47.987400+00:00
run_20260316T175410_eb5c4a5b,23,en,base,who sang there's no business like show business,64.0,2026-03-16T17:55:48.794352+00:00
run_20260316T175410_eb5c4a5b,23,en,paraphrase,who sang there's no business like show business,64.0,2026-03-16T17:55:49.606011+00:00
run_20260316T175410_eb5c4a5b,23,en,instruction,who sang there's no business like show business,64.0,2026-03-16T17:55:50.416247+00:00
run_20260316T175410_eb5c4a5b,23,en,context,who sang there's no business like show business,64.0,2026-03-16T17:55:51.231312+00:00
run_20260316T175410_eb5c4a5b,23,en,short,who sang there's no business like show business,64.0,2026-03-16T17:55:52.048930+00:00
run_20260316T175410_eb5c4a5b,24,en,base,who does the world war 2 memorial honor,64.0,2026-03-16T17:55:52.855143+00:00
run_20260316T175410_eb5c4a5b,24,en,paraphrase,who does the world war 2 memorial honor,64.0,2026-03-16T17:55:53.668353+00:00
run_20260316T175410_eb5c4a5b,24,en,instruction,who does the world war 2 memorial honor,64.0,2026-03-16T17:55:54.482560+00:00
run_20260316T175410_eb5c4a5b,24,en,context,who does the world war 2 memorial honor,64.0,2026-03-16T17:55:55.293325+00:00
run_20260316T175410_eb5c4a5b,24,en,short,who does the world war 2 memorial honor,64.0,2026-03-16T17:55:56.108302+00:00
run_20260316T175410_eb5c4a5b,25,en,base,which division of the and stimulates the secretion of hormones by the adrenal medulla,64.0,2026-03-16T17:55:56.918214+00:00
run_20260316T175410_eb5c4a5b,25,en,paraphrase,which division of the and stimulates the secretion of hormones by the adrenal medulla,64.0,2026-03-16T17:55:57.726786+00:00
run_20260316T175410_eb5c4a5b,25,en,instruction,which division of the and stimulates the secretion of hormones by the adrenal medulla,64.0,2026-03-16T17:55:58.548584+00:00
run_20260316T175410_eb5c4a5b,25,en,context,which division of the and stimulates the secretion of hormones by the adrenal medulla,50.0,2026-03-16T17:55:59.294476+00:00
run_20260316T175410_eb5c4a5b,25,en,short,which division of the and stimulates the secretion of hormones by the adrenal medulla,64.0,2026-03-16T17:56:00.106929+00:00
run_20260316T175410_eb5c4a5b,26,en,base,how many seasons of pj masks are there,64.0,2026-03-16T17:56:00.913564+00:00
run_20260316T175410_eb5c4a5b,26,en,paraphrase,how many seasons of pj masks are there,64.0,2026-03-16T17:56:01.729853+00:00
run_20260316T175410_eb5c4a5b,26,en,instruction,how many seasons of pj masks are there,64.0,2026-03-16T17:56:02.548676+00:00
run_20260316T175410_eb5c4a5b,26,en,context,how many seasons of pj masks are there,19.0,2026-03-16T17:56:03.050574+00:00
run_20260316T175410_eb5c4a5b,26,en,short,how many seasons of pj masks are there,64.0,2026-03-16T17:56:03.861550+00:00
run_20260316T175410_eb5c4a5b,27,en,base,where is times square located in new york city,64.0,2026-03-16T17:56:04.670695+00:00
run_20260316T175410_eb5c4a5b,27,en,paraphrase,where is times square located in new york city,64.0,2026-03-16T17:56:05.481744+00:00
run_20260316T175410_eb5c4a5b,27,en,instruction,where is times square located in new york city,64.0,2026-03-16T17:56:06.295399+00:00
run_20260316T175410_eb5c4a5b,27,en,context,where is times square located in new york city,55.0,2026-03-16T17:56:07.040820+00:00
run_20260316T175410_eb5c4a5b,27,en,short,where is times square located in new york city,64.0,2026-03-16T17:56:07.852238+00:00
run_20260316T175410_eb5c4a5b,28,en,base,how many different types of hummingbirds are there,64.0,2026-03-16T17:56:08.660200+00:00
run_20260316T175410_eb5c4a5b,28,en,paraphrase,how many different types of hummingbirds are there,64.0,2026-03-16T17:56:09.478899+00:00
run_20260316T175410_eb5c4a5b,28,en,instruction,how many different types of hummingbirds are there,64.0,2026-03-16T17:56:10.293499+00:00
run_20260316T175410_eb5c4a5b,28,en,context,how many different types of hummingbirds are there,58.0,2026-03-16T17:56:11.083638+00:00
run_20260316T175410_eb5c4a5b,28,en,short,how many different types of hummingbirds are there,64.0,2026-03-16T17:56:11.904190+00:00
run_20260316T175410_eb5c4a5b,29,en,base,where did ice age the movie take place,64.0,2026-03-16T17:56:12.721189+00:00
run_20260316T175410_eb5c4a5b,29,en,paraphrase,where did ice age the movie take place,64.0,2026-03-16T17:56:13.540600+00:00
run_20260316T175410_eb5c4a5b,29,en,instruction,where did ice age the movie take place,64.0,2026-03-16T17:56:14.359916+00:00
run_20260316T175410_eb5c4a5b,29,en,context,where did ice age the movie take place,64.0,2026-03-16T17:56:15.177837+00:00
run_20260316T175410_eb5c4a5b,29,en,short,where did ice age the movie take place,64.0,2026-03-16T17:56:15.994524+00:00
run_20260316T175410_eb5c4a5b,30,en,base,historical and modern relationship between france and vietnam,64.0,2026-03-16T17:56:16.807647+00:00
run_20260316T175410_eb5c4a5b,30,en,paraphrase,historical and modern relationship between france and vietnam,64.0,2026-03-16T17:56:17.629293+00:00
run_20260316T175410_eb5c4a5b,30,en,instruction,historical and modern relationship between france and vietnam,64.0,2026-03-16T17:56:18.472335+00:00
run_20260316T175410_eb5c4a5b,30,en,context,historical and modern relationship between france and vietnam,64.0,2026-03-16T17:56:19.284720+00:00
run_20260316T175410_eb5c4a5b,30,en,short,historical and modern relationship between france and vietnam,64.0,2026-03-16T17:56:20.092969+00:00
run_20260316T175410_eb5c4a5b,31,en,base,what temperature does water boil at in fahrenheit,64.0,2026-03-16T17:56:20.946424+00:00
run_20260316T175410_eb5c4a5b,31,en,paraphrase,what temperature does water boil at in fahrenheit,64.0,2026-03-16T17:56:21.776145+00:00
run_20260316T175410_eb5c4a5b,31,en,instruction,what temperature does water boil at in fahrenheit,64.0,2026-03-16T17:56:22.589033+00:00
run_20260316T175410_eb5c4a5b,31,en,context,what temperature does water boil at in fahrenheit,12.0,2026-03-16T17:56:23.039257+00:00
run_20260316T175410_eb5c4a5b,31,en,short,what temperature does water boil at in fahrenheit,64.0,2026-03-16T17:56:23.841809+00:00
run_20260316T175410_eb5c4a5b,32,en,base,when did the redskins win the super bowl,64.0,2026-03-16T17:56:24.683628+00:00
run_20260316T175410_eb5c4a5b,32,en,paraphrase,when did the redskins win the super bowl,47.0,2026-03-16T17:56:25.374299+00:00
run_20260316T175410_eb5c4a5b,32,en,instruction,when did the redskins win the super bowl,64.0,2026-03-16T17:56:26.198869+00:00
run_20260316T175410_eb5c4a5b,32,en,context,when did the redskins win the super bowl,29.0,2026-03-16T17:56:26.768758+00:00
run_20260316T175410_eb5c4a5b,32,en,short,when did the redskins win the super bowl,64.0,2026-03-16T17:56:27.583366+00:00
run_20260316T175410_eb5c4a5b,33,en,base,where did the term flea market come from,64.0,2026-03-16T17:56:28.390242+00:00
run_20260316T175410_eb5c4a5b,33,en,paraphrase,where did the term flea market come from,64.0,2026-03-16T17:56:29.200757+00:00
run_20260316T175410_eb5c4a5b,33,en,instruction,where did the term flea market come from,64.0,2026-03-16T17:56:30.010566+00:00
run_20260316T175410_eb5c4a5b,33,en,context,where did the term flea market come from,64.0,2026-03-16T17:56:30.821325+00:00
run_20260316T175410_eb5c4a5b,33,en,short,where did the term flea market come from,64.0,2026-03-16T17:56:31.640883+00:00
run_20260316T175410_eb5c4a5b,34,en,base,they're creeping up on you stephen king,64.0,2026-03-16T17:56:32.454003+00:00
run_20260316T175410_eb5c4a5b,34,en,paraphrase,they're creeping up on you stephen king,64.0,2026-03-16T17:56:33.264154+00:00
run_20260316T175410_eb5c4a5b,34,en,instruction,they're creeping up on you stephen king,64.0,2026-03-16T17:56:34.073694+00:00
run_20260316T175410_eb5c4a5b,34,en,context,they're creeping up on you stephen king,16.0,2026-03-16T17:56:34.549330+00:00
run_20260316T175410_eb5c4a5b,34,en,short,they're creeping up on you stephen king,64.0,2026-03-16T17:56:35.359478+00:00
run_20260316T175410_eb5c4a5b,35,en,base,who sings don't forget me when i'm gone,64.0,2026-03-16T17:56:36.173591+00:00
run_20260316T175410_eb5c4a5b,35,en,paraphrase,who sings don't forget me when i'm gone,64.0,2026-03-16T17:56:36.980306+00:00
run_20260316T175410_eb5c4a5b,35,en,instruction,who sings don't forget me when i'm gone,64.0,2026-03-16T17:56:37.795039+00:00
run_20260316T175410_eb5c4a5b,35,en,context,who sings don't forget me when i'm gone,64.0,2026-03-16T17:56:38.634513+00:00
run_20260316T175410_eb5c4a5b,35,en,short,who sings don't forget me when i'm gone,64.0,2026-03-16T17:56:39.447160+00:00
run_20260316T175410_eb5c4a5b,36,en,base,who plays rory in my babysitters a vampire,64.0,2026-03-16T17:56:40.267823+00:00
run_20260316T175410_eb5c4a5b,36,en,paraphrase,who plays rory in my babysitters a vampire,64.0,2026-03-16T17:56:41.078955+00:00
run_20260316T175410_eb5c4a5b,36,en,instruction,who plays rory in my babysitters a vampire,28.0,2026-03-16T17:56:41.638170+00:00
run_20260316T175410_eb5c4a5b,36,en,context,who plays rory in my babysitters a vampire,30.0,2026-03-16T17:56:42.233360+00:00
run_20260316T175410_eb5c4a5b,36,en,short,who plays rory in my babysitters a vampire,64.0,2026-03-16T17:56:43.045594+00:00
run_20260316T175410_eb5c4a5b,37,en,base,when is meredith going to have her baby,64.0,2026-03-16T17:56:43.878083+00:00
run_20260316T175410_eb5c4a5b,37,en,paraphrase,when is meredith going to have her baby,46.0,2026-03-16T17:56:44.559036+00:00
run_20260316T175410_eb5c4a5b,37,en,instruction,when is meredith going to have her baby,64.0,2026-03-16T17:56:45.388411+00:00
run_20260316T175410_eb5c4a5b,37,en,context,when is meredith going to have her baby,32.0,2026-03-16T17:56:45.978087+00:00
run_20260316T175410_eb5c4a5b,37,en,short,when is meredith going to have her baby,64.0,2026-03-16T17:56:46.785571+00:00
run_20260316T175410_eb5c4a5b,38,en,base,who's leading the series in the stanley cup,64.0,2026-03-16T17:56:47.600545+00:00
run_20260316T175410_eb5c4a5b,38,en,paraphrase,who's leading the series in the stanley cup,64.0,2026-03-16T17:56:48.429903+00:00
run_20260316T175410_eb5c4a5b,38,en,instruction,who's leading the series in the stanley cup,64.0,2026-03-16T17:56:49.244485+00:00
run_20260316T175410_eb5c4a5b,38,en,context,who's leading the series in the stanley cup,64.0,2026-03-16T17:56:50.053734+00:00
run_20260316T175410_eb5c4a5b,38,en,short,who's leading the series in the stanley cup,64.0,2026-03-16T17:56:50.872279+00:00
run_20260316T175410_eb5c4a5b,39,en,base,has anyone ever lost the tour de france on the last stage,64.0,2026-03-16T17:56:51.703271+00:00
run_20260316T175410_eb5c4a5b,39,en,paraphrase,has anyone ever lost the tour de france on the last stage,64.0,2026-03-16T17:56:52.517319+00:00
run_20260316T175410_eb5c4a5b,39,en,instruction,has anyone ever lost the tour de france on the last stage,64.0,2026-03-16T17:56:53.324781+00:00
run_20260316T175410_eb5c4a5b,39,en,context,has anyone ever lost the tour de france on the last stage,64.0,2026-03-16T17:56:54.138889+00:00
run_20260316T175410_eb5c4a5b,39,en,short,has anyone ever lost the tour de france on the last stage,64.0,2026-03-16T17:56:54.952687+00:00
run_20260316T175410_eb5c4a5b,40,en,base,what land masses and bodies of water are located in the northern hemisphere,64.0,2026-03-16T17:56:55.763968+00:00
run_20260316T175410_eb5c4a5b,40,en,paraphrase,what land masses and bodies of water are located in the northern hemisphere,64.0,2026-03-16T17:56:56.570689+00:00
run_20260316T175410_eb5c4a5b,40,en,instruction,what land masses and bodies of water are located in the northern hemisphere,64.0,2026-03-16T17:56:57.382049+00:00
run_20260316T175410_eb5c4a5b,40,en,context,what land masses and bodies of water are located in the northern hemisphere,64.0,2026-03-16T17:56:58.191300+00:00
run_20260316T175410_eb5c4a5b,40,en,short,what land masses and bodies of water are located in the northern hemisphere,64.0,2026-03-16T17:56:59.008666+00:00
run_20260316T175410_eb5c4a5b,41,en,base,who is our current chief minister of tamilnadu,42.0,2026-03-16T17:56:59.669504+00:00
run_20260316T175410_eb5c4a5b,41,en,paraphrase,who is our current chief minister of tamilnadu,64.0,2026-03-16T17:57:00.479151+00:00
run_20260316T175410_eb5c4a5b,41,en,instruction,who is our current chief minister of tamilnadu,64.0,2026-03-16T17:57:01.286203+00:00
run_20260316T175410_eb5c4a5b,41,en,context,who is our current chief minister of tamilnadu,55.0,2026-03-16T17:57:02.036376+00:00
run_20260316T175410_eb5c4a5b,41,en,short,who is our current chief minister of tamilnadu,42.0,2026-03-16T17:57:02.693876+00:00
run_20260316T175410_eb5c4a5b,42,en,base,who played batman in the dark knight rises,64.0,2026-03-16T17:57:03.507497+00:00
run_20260316T175410_eb5c4a5b,42,en,paraphrase,who played batman in the dark knight rises,14.0,2026-03-16T17:57:03.968970+00:00
run_20260316T175410_eb5c4a5b,42,en,instruction,who played batman in the dark knight rises,14.0,2026-03-16T17:57:04.452035+00:00
run_20260316T175410_eb5c4a5b,42,en,context,who played batman in the dark knight rises,64.0,2026-03-16T17:57:05.264691+00:00
run_20260316T175410_eb5c4a5b,42,en,short,who played batman in the dark knight rises,14.0,2026-03-16T17:57:05.727290+00:00
run_20260316T175410_eb5c4a5b,43,en,base,when was indiana jones and the last crusade filmed,64.0,2026-03-16T17:57:06.537413+00:00
run_20260316T175410_eb5c4a5b,43,en,paraphrase,when was indiana jones and the last crusade filmed,64.0,2026-03-16T17:57:07.349846+00:00
run_20260316T175410_eb5c4a5b,43,en,instruction,when was indiana jones and the last crusade filmed,42.0,2026-03-16T17:57:08.006798+00:00
run_20260316T175410_eb5c4a5b,43,en,context,when was indiana jones and the last crusade filmed,17.0,2026-03-16T17:57:08.504155+00:00
